Repo Name,File Name,Release Version,TLSH Hash,SHA256 Hash,Date Added,Intel
ariary/QueenSono,qsreceiver,v1.1.2,T1D2566C12FC9244EBC5BFE1348A965322BB7078A5873077D32F90AA695B75BD46D3E300,76b6cba05d4f1c04ad22c0d4eebe5940ebda2b43d901beac75714f277f2ab1f8,2021-12-10T08:23:04Z,https://github.com/ariary/QueenSono
ariary/QueenSono,qssender,v1.1.2,T102565B12FC9244E6C5BFE1308A9293227B7178B5973077D36FA1AA691B35BD46D3E300,658e4805e063b01bfb157dbf8db2876bd4f553022ac7f0ce7a3df16fb28cf697,2021-12-10T08:23:04Z,https://github.com/ariary/QueenSono
ariary/QueenSono,qsreceiver,v1.1.1,T13E566C12FCA244EBC5BFE1348A965322BB7078A5873077D32F90A9695B75BD46D3E300,b26ff18713e32aa64b33e9713573f0d4d0636a71911712f6b7fb954f938015fe,2021-10-05T07:39:43Z,https://github.com/ariary/QueenSono
ariary/QueenSono,qssender,v1.1.1,T1CE565C12FC9204E6C5BFE1308A9693227B7178B5973077D36FA1AA691B35BD46D3E300,cc26e6eb15c5a7608e22c120ca3d98fe07e02aea6478af23f588b50823ed6f35,2021-10-05T07:39:43Z,https://github.com/ariary/QueenSono
ariary/QueenSono,qsreceiver,v1.1,T15B566D56F89204EBC5BFE1348A966312BB7078A5C73077D32F90AA695B35BD46D3E300,14c63e71ba76cc8054e05c4060375131aaac748e5fe34c8ae4502bb46b292d5e,2021-09-28T12:13:47Z,https://github.com/ariary/QueenSono
ariary/QueenSono,qssender,v1.1,T172565C12F89204E6C1FFE1308AD65362BB7078B5933077E36FA5A6691A35BD46D7E300,c51625841cf934ea6f02a465c611dc88485047c82c6e7f746146c3e21d466b79,2021-09-28T12:13:47Z,https://github.com/ariary/QueenSono
ariary/QueenSono,qsreceiver,v1.0,T146466C12F8D644EAC6BFE1348A9253627B7078A5833077D76FD0AA6D1A35BD46D3E300,5a47932ba2babfba07e227e4f150331878735014e6855c80963fb73d0d6ecc96,2021-09-14T15:52:03Z,https://github.com/ariary/QueenSono
ariary/QueenSono,qssender,v1.0,T192366D26FDA204EAC5BFE1308A969362BB7078A5873077D32F945A6D1E35BD45D3E300,9ce1c40b44a646c35e1cb293879a0e17db92e8092291877a0e9b29b67b566a00,2021-09-14T15:52:03Z,https://github.com/ariary/QueenSono
