Repo Name,File Name,Release Version,TLSH Hash,SHA256 Hash,Date Added,Intel
TheWover/donut,./donut,v1.1,T19C935C36BBE2C2B8D0E6D1746A6BC117DBB070E55620720B335C4E292F23B985F5E785,6b18ee18c68281ac1294554e4c4ab903ab77d8af9824d859505ba368c0aa4054,2024-10-23T12:08:50Z,https://github.com/TheWover/donut
TheWover/donut,./lib/libdonut.so,v1.1,T151835C3BFAB1C3E8D4E6D174A95F422ACBB430AB56316747630459263F23B645F1E2C8,6761dddee7dd79dc34efee25ba2898cd4dfd07db34c84a7af40edcf58f5a2496,2024-10-23T12:08:50Z,https://github.com/TheWover/donut
TheWover/donut,./lib/aplib64.lib,v1.1,T15332D5D3EFD88169F02BE731DA97D2A7CB7A36CA17125993720C12733761AD116AB301,03f0d9cfe42edf9f20df102c195808c4cd3dba38a8ba79d01bb2108775c3ad4a,2024-10-23T12:08:50Z,https://github.com/TheWover/donut
TheWover/donut,./lib/aplib32.lib,v1.1,T1E322CAF7A7F41C12F33B8F70B6925502E6BF54493B9282C5771C06621B23BB6AE47245,d43ba31fd13738c67e06c22c2ce2d4be6c6bde42a743597b213d12582f1da886,2024-10-23T12:08:50Z,https://github.com/TheWover/donut
TheWover/donut,donut.exe,v1.1,T15C448C15B3A510F6E8738234C9119706FEB27C4543A09B8F23A85BB6AF776E06D3D790,3c6710646d8eb93fc6055378a71a6114518c5f456e634dab028a72a40c3f47aa,2024-10-23T12:08:50Z,https://github.com/TheWover/donut
TheWover/donut,test/inject.exe,v1.1,T154E37D1773A530F9E0779238C8625A46F7B2B83207609B9F03A457761F236D15E3EB62,41b3d773d06b02d661735b90514fd93617342839a2cbb87027977ad77df4f943,2024-10-23T12:08:50Z,https://github.com/TheWover/donut
TheWover/donut,test/inject_local.exe,v1.1,T114E36B5773A530F9E1778278C8915A46F7B2B83207209B9F03A447762F236D19E3EB61,6760e3c163c1ff060607b1a47cae431394e10058573c62d18ab8492781a2c541,2024-10-23T12:08:50Z,https://github.com/TheWover/donut
TheWover/donut,donut,v1.0,T110935B35F7A2C2B8D0E6D1746E5BC216DBB070E556317347330C8A292F23B989F5E689,8cbedff200a01fe5e9514bbe6229997d5b1fad4545c2d8a6ff5c72df829fd3bd,2023-03-03T18:25:41Z,https://github.com/TheWover/donut
TheWover/donut,lib/libdonut.so,v1.0,T1D8835C77FAB2C3A8D0E5C174A91F433ADBB4309B56316747630859253F63BA85F1E288,e377ca295fbc6c0a1d94b5777a2231115586922041275837e6641f76224613f8,2023-03-03T18:25:41Z,https://github.com/TheWover/donut
TheWover/donut,donut.exe,v1.0,T16D347B55B7A510F2E8B38234C951D716FE727C5503709B8F23A81BA6AF632A07D3E790,ee68d7deb7cefdfca66c078d6036d7aa3aa7afcc62b282999034b4a1faed890d,2023-03-03T18:25:41Z,https://github.com/TheWover/donut
TheWover/donut,lib/donut.dll,v1.0,T142246B55B7A000F5ECB3923889536A0BFBB2745507609B9F03A00776DF2B7E0A63EB54,c76b88e9548a8543f6c019415f051018e377d81cc7644192ead49283f0ff3550,2023-03-03T18:25:41Z,https://github.com/TheWover/donut
TheWover/donut,lib/donut.lib,v1.0,T1DC418F709AB608EBCF68813D9447D961613C350D73166FFB39AE09928B94FACD681C02,972e0457e222d9d043d1ad330965c4a568ccbd3b541e3f7b108d5d41e024ed78,2023-03-03T18:25:41Z,https://github.com/TheWover/donut
TheWover/donut,test/inject.exe,v1.0,T159E36C17B3A531F5E5B79238C8615A06FB72B87507609B6F43A043762F232D19E3EB21,d343a6034f0503315c6654f6946d98625dff88f225ebf255f8586f50d6c3155b,2023-03-03T18:25:41Z,https://github.com/TheWover/donut
TheWover/donut,test/inject_local.exe,v1.0,T11BE38D5773A434F9E5BB8238C9614A46FB72B83547249B5F03A443762F233919E3EB21,43bd28706c94af8154980b2e8b7faa82029ae206cfc9bb2219a620682591df2e,2023-03-03T18:25:41Z,https://github.com/TheWover/donut
TheWover/donut,donut_v0.9.3/lib/libdonut.so,v0.9.3,T1CF636E73FAE1C3ECE4E6E3749B87D123DE7071AA5225614763140B2A3F236A41F5E285,7ce6882ec5227cb933bd788e8c54d9c1db3a7e12c5d23f4ad985ef4f9a3ff2ea,2019-12-21T11:07:11Z,https://github.com/TheWover/donut
TheWover/donut,donut_v0.9.3/donut,v0.9.3,T1EA535B33BBA281EDD0A3E3B86BDBD123DF7035E852152187735D5A352B236601B1E289,90e477f12bc6fd535317cbc6a9b179eaaed49ba963ce679d80ddca6cd0c0433f,2019-12-21T11:07:11Z,https://github.com/TheWover/donut
TheWover/donut,donut.exe,v0.9.3,T1DF147B56B7A420FAE8728234C951D716FF727C650330978F13A41AB6AF672E06D3DB90,518d6457e2d3e20e470f20b6399ce0f0ff5091dc6d2a0826d658247832ff4a8c,2019-12-21T11:07:11Z,https://github.com/TheWover/donut
TheWover/donut,DonutTest/rundotnet.exe,v0.9.3,T191E37C1BB3A531F9D076C278C8A15A46E77378360731979F03A44B7A1F236919E3EB21,09ee3a11ce0547603a8ae71d4fe4c85d9465ce6937a00a167be0d9f7fefd7994,2019-12-21T11:07:11Z,https://github.com/TheWover/donut
