Repo Name,File Name,Release Version,TLSH Hash,SHA256 Hash,Date Added,Intel
cxnturi0n/convoC2,convoC2_agent.exe,v0.1.0-alpha,T17F867C47EC9549A9D1AEE330C9A29253BA71BC445B3123D72F50F73C2EB2BD46AB5700,41210c432c7a7cc1770439d41d358766d917bc5dd430917995cf705acdbb8651,2024-11-05T15:16:48Z,https://github.com/cxnturi0n/convoC2
cxnturi0n/convoC2,convoC2_server_amd64,v0.1.0-alpha,T114A69D83FC9504E9C1EA963189728252BB71BC884B3067D72B50F7782F76BD46EB9710,f649a38ca3a6bceb3c04b7ea6c8df4014fafc249e751bb6b5baa6f17b61a1b86,2024-11-05T15:16:48Z,https://github.com/cxnturi0n/convoC2
cxnturi0n/convoC2,convoC2_server_arm64,v0.1.0-alpha,T102A69E95BC6D7862EAC87EB42B6542C4B335FC459F81C7137610F7ADA8F23588F22660,55acca3987dd4de372a6f32fd229fd3fdf015a332382a82f0b82ed2c1ec1e525,2024-11-05T15:16:48Z,https://github.com/cxnturi0n/convoC2
