Repo Name,File Name,Release Version,TLSH Hash,SHA256 Hash,Date Added
LaZagne,dist/lazagne.exe,2.4.3,T191663345F1701DEBE6BA9A76C873C054F5327C23836592CB63E880536EA7B91683DF60,ed2f501408a7a6e1a854c29c4b0bc5648a6aa8612432df829008931b3e34bf56,2024-12-05T10:40:50.102691+00:00
LaZagne,Windows/laZagne_x86.exe,2.3.2,T121663394F4B18DB3E1B71434A6F6D7346C3AED730728A6EBA7CC081B0A6174162BD758,709df1bbd0a5b15e8f205b2854204e8caf63f78203e3b595e0e66c918ec23951,2024-12-05T10:40:51.989702+00:00
LaZagne,Windows/laZagne_x64.exe,2.3.2,T1DBB6334AF2B00DEBD0721737FDA3A42369717827039D99E763E998A1AA5F3913D74301,d5fa28cbf3a73ac20d908acedfce3849477648e37391e8e926ec2e7933f175a0,2024-12-05T10:40:52.166343+00:00
LaZagne,Windows/laZagne.exe,2.3.1,T1D2563389F65088B7D036293482F1C631B67D9E23431E56BB87C056A72B74FE5B33A394,6095c89d2fc86b215a1fe2d1848862d03736c9e91d4f3aa7009fb0837c1263b5,2024-12-05T10:40:52.773139+00:00
LaZagne,Windows/laZagne.exe,2.3,T1064633C9F6291CDBD536693481F6D572F2798F13830F5A3BCA8499833276F59A239380,058d4efce1007e6cfb7a4e0ff9fee7e0b5172a2e0059d21d876d40e4ec2d90ae,2024-12-05T10:40:53.503461+00:00
LaZagne,Windows/laZagne.exe,2.2,T1D14633C9F6291CDBD536293585F6D572F1798F13830F4A3BCB8499832276F59A23A380,9485a1630d9283d7efee3828fca32d72cfcb3fb1e91015a9753df09a21f14da2,2024-12-05T10:40:54.217275+00:00
LaZagne,Windows/laZagne.exe,2.1,T1FA463389E0AA09E7F9B3103465EAF3397C35DD334B0ACAB5C3CC985365A2B1621BC355,6b6bd8516840b60faac26c3f40e50ab616e7428e763fd61f6299da2843743422,2024-12-05T10:40:54.876244+00:00
LaZagne,Windows/laZagne.exe,2.0,T1025633CDF6251DDBD97A297581E6E832F1758F13830A457BCA806C83267AF997339380,5d953d887abf65fa7c8d3a2336b6ec8e510b1019819e93a6cfc0d767b0c89a4c,2024-12-05T10:40:55.532522+00:00
LaZagne,Windows/laZagne.exe,1.8,T1625633C9F6191CDAEA37197486E6E433F2759E03830B5A36CA819DC32177F59A339384,87e2cf4aa266212aa8cf1b1c98ae905c7bac40a6fc21b8e821ffe88cf9234586,2024-12-05T10:40:56.194636+00:00
LaZagne,Windows/laZagne.exe,1.7,T1535633C9F6191CDAE63B1975C6E5E433F2359E03830B5A36CA419D9322B7F58A339384,3f6e8dea07b6e87182b3068868746e5054123a7c86e04d775292af7ffd1ce9b4,2024-12-05T10:40:56.826861+00:00
LaZagne,Windows/laZagne.exe,1.6,T14B5633C9F6191CDAE63B1975C6E5D433F2359E0383075A3ACA819D9322B7F58A339384,a64f99909adf9f29e74524eb592a1efd7f70e1fb11abc305799e9dcbc8c43f84,2024-12-05T10:40:57.560461+00:00
LaZagne,Windows/laZagne.exe,1.5,T1415633C9F6591CDAE63B197486E6E037B1359E0383075A76CA819DC3227BF5CB329384,f3c7fd842f9391f64bb739d56558c54d5e239211069ed6592ece5c281129a273,2024-12-05T10:40:58.273291+00:00
LaZagne,Windows/laZagne.exe,1.4,T18B5633C9FA491CDAE63B197486F6D033B1359F1383075A7ACA819DD3217BF58A329384,5b0a0f4e24637b56bc6734cc8be8417ddbd8964511429888df331d00bd834155,2024-12-05T10:40:59.024389+00:00
LaZagne,Windows/laZagne.exe,1.3,T1A36633CAFA591CDEEA37293486E5E433B1369E13830B5A3AC6855DD32267F48B335344,b6b1115f75a124e4cf9dd776f13ed5883e1a3de96610c97645bed6770a541aec,2024-12-05T10:40:59.762327+00:00
LaZagne,Windows/laZagne.exe,1.1,T111073383E96084FEC1B45633ACE4FA70D4632124575EEA57371E29632EEA26CFB7014D,82fdbbb6897d76ed4ac8e0d6341f31d2cedbcce43c219d27940f0092befeb56e,2024-12-05T10:41:00.931797+00:00
LaZagne,Windows/laZagne.exe,1.0,T1E9073397D244C8AED83EDA31A4919530A93B30719BAEC3A377475E5257F63D9AF30203,e3a61e9cf23cd2dcb54056aa1daa5381bd9b8d3a7e5d38c8bbd14a9e2c368a2d,2024-12-05T10:41:04.773655+00:00
LaZagne,Windows/laZagne.exe,0.9.1,T1C9F6339AEEA05C3FF9AB473364B2CB3D26232411071995C56B0C18639AED3DD7F7114A,9c89a4750109bbf1362afe937daacbb55ef4aa9440f934c3175f0b07ce7845a0,2024-12-05T10:41:08.280018+00:00
LaZagne,Windows/laZagne.exe,0.9,T148F63396EE904C7FE99B0233A9B1C92E15237405135D66C12B4C18A3EEFE39DAF7114E,398ca467689d459a370ea4c1d454638feda4f75433b54a81de8f3c69719d9380,2024-12-05T10:41:11.978420+00:00
