Repo Name,File Name,Release Version,TLSH Hash,SHA256 Hash,Date Added
chisel,chisel_1.10.1_darwin_amd64.gz,v1.10.1,T1380633AB81763DDF41D4D192AAA040BA711381F3BEFF0D9707822979679E27036D493B,5a7e6ba198e840492d34d7110e1c90118642faac542773121a4c4cc9b44c226a,2024-12-06T06:20:33.267780+00:00
chisel,chisel_1.10.1_darwin_arm64.gz,v1.10.1,T15C06330FA6B1FAE79058B3874163C61A722B10801B693D6FB656D1ECA0C39FE4D4677C,474bf6d3dd92c9162950d1a8d8e912709b1e48494ca6af5dc5d0381ab80e56bd,2024-12-06T06:20:34.127732+00:00
chisel,chisel_1.10.1_linux_386.gz,v1.10.1,T1EDF533BAF091583FBA825B6CE16FD17DFACE0B73422D29354A4C9AE5D6831E41470C4E,9737179a33736ecfd3bc6c25d48c0b64285bbc7d06f6494f8650e945cf538741,2024-12-06T06:20:35.304154+00:00
chisel,chisel_1.10.1_linux_amd64.gz,v1.10.1,T10506332992133DAAAC74744A9D132E9C66928EFC1CF5469D18DCCFBC01C96F843B8B35,0525aa3c5d457f2a4075e66221d5125d434bedf15006d3271c213f5cd6ff2230,2024-12-06T06:20:36.502130+00:00
chisel,chisel_1.10.1_linux_arm64.gz,v1.10.1,T19FF533DD9445BC083EDDE2C459D2A69A3A711D1B85B0BCB2713EEF58C1E31B8886D372,f55beb68fb99b69903df1adcff4197fbfdb82cb0ee596848c0f055dc219da983,2024-12-06T06:20:37.562762+00:00
chisel,chisel_1.10.1_linux_armv5.gz,v1.10.1,T1D4F5334AF2280B3D36DCF5C1D4AD6E40DAC25701168D2270D74983CE9D978D8BB9EA7E,d72acf842cc1242abc4c6856b39ae942a313dc4ea45f8b73afb61968bc9f9112,2024-12-06T06:20:38.584379+00:00
chisel,chisel_1.10.1_linux_armv6.gz,v1.10.1,T142F5339AF53BD6CA984019A7735C398B3EE2EA7CF4B142F8C014F5122D4A2D5C761B4B,bc9f6f07709af29191d77a48f451404c0d0fbff686460b3d11982ab1420fce9f,2024-12-06T06:20:39.660637+00:00
chisel,chisel_1.10.1_linux_armv7.gz,v1.10.1,T104F53350F54BC8818D0D698E8CF30CA7D76518FD472218FB0D5F7A56B80AEAA4BD1DA3,f81c1497d22caa0bb6e461b36e9f46a27f9edeaae3e3994aae2f8a5c2c9b84ef,2024-12-06T06:20:41.196747+00:00
chisel,chisel_1.10.1_linux_mips64le_hardfloat.gz,v1.10.1,T16BE533E0F401B7D066BA9F6CE5B5AC7EB31D8BBBB4177B01308853B501512336F9A2A5,25b193965b24667bc2dbbc41485cbd0b1d12b06033df65455ce822fe0e13fbb4,2024-12-06T06:20:42.363496+00:00
chisel,chisel_1.10.1_linux_mips64le_softfloat.gz,v1.10.1,T1B9E53350504B8DE239A673B7EA237F12366333F409375F22AD27FCB4A94525F966280D,e0e32a966ed7605a67dcb8c7d5d425460d84dca99f6a9464bda12f9941dbbd7f,2024-12-06T06:20:43.618720+00:00
