Repo Name,File Name,Release Version,TLSH Hash,SHA256 Hash,Date Added
ligolo-ng,agent.exe,v0.7.2-alpha,T166563947F89552E8C1EDE230C6269252BA717C894B3423D33B60F7B82B77BD46A79314,4b46df0230d98147d6955c78e5d56143bb394040de319cf980611f8359f18a2f,2024-12-06T06:17:38.545662+00:00
ligolo-ng,agent.exe,v0.7.2-alpha,T15D465B95FC1E6862EAD8BAB43B754394B235FC489F4183277615BB6DADF23148F12320,44de45335927baf2bb703c40558f885f6968458a33da034db27c2090b2cb8b74,2024-12-06T06:17:39.100722+00:00
ligolo-ng,agent.exe,v0.7.2-alpha,T102562B5BB8914A82C4E4363AB8BD81C433671FB99B9B56676D00FE3C3EBE1990D35314,178d3f18a2a38887c835f9e537da6974fa7326841c00d2a89cb3b6403c085fd1,2024-12-06T06:17:39.764135+00:00
ligolo-ng,agent.exe,v0.7.2-alpha,T1DD563C5BB8924A83C0E4363AB8BD81C433674EB99B9B52576D01FE3C3EBE1990D35714,fff3f89e5ec0573a97f610dcba989aebeb64db5d36a8943e450b16e4db3f80db,2024-12-06T06:17:40.293550+00:00
ligolo-ng,proxy.exe,v0.7.2-alpha,T1C9C63943F89140E4C5ADD130C9B69262BF707C894B3067D73B60F6B82A77BE85AB9354,bf665a4f83e02f6bbc3420907b7008d0bee804f12be6b9d248ea339141f8ddb2,2024-12-06T06:17:44.194938+00:00
ligolo-ng,proxy.exe,v0.7.2-alpha,T149C64C98B82E6451EA98BEB47F745390B239FC49DF81C7273125B76DACF23148F25260,aacddbc2f797cbde940febfd20dfc75a5fa78b2c3bb68243d1b4bb0fcf066ed4,2024-12-06T06:17:45.094450+00:00
ligolo-ng,agent.exe,v0.7.1-alpha,T17A562947F89551E8C0E9E230C6669252BA707C984F3173D32F60F7B92B36BD46AB9314,b1f6ebc42dc7f6011deb7f1d09228f3c6f2ea7f4c2c0fa59899a9541582df4a9,2024-12-06T06:17:48.957681+00:00
ligolo-ng,agent.exe,v0.7.1-alpha,T184564B94FC1D7452DAC8BAB43B254394B234FD889F82C7277515BBADADF23548F22620,cc83fafbf0a45ed2a59efaa6c4ebe26d3755f5ac4f7d26dfb08544911d4bf234,2024-12-06T06:17:49.522280+00:00
ligolo-ng,agent.exe,v0.7.1-alpha,T1F0563B97B8914A82C0E4367ABCBD81D433670EB99B9B52565D04FE3C3EBE1D90D38714,6e46babe093a9da08dd1b36296def329b7c89a59198696ec2109d00e8c0ad64b,2024-12-06T06:17:50.115813+00:00
ligolo-ng,agent.exe,v0.7.1-alpha,T11F563B97B8914A82C0E8367AB8BD81D433670EB99B9B52675D04FE3C3FBE1990D34714,e286b9e56d787296f72bd227e48520d86b55d392f5ef41dcc7a5b12fe4e89ada,2024-12-06T06:17:50.700833+00:00
ligolo-ng,proxy.exe,v0.7.1-alpha,T1D6C64947F8A140E4C5ADD134CA755262BB717C884B3463E73B60F6B82F72BD86AB9314,69a6b1adab63706a2d362b7159f9adbc2bad9401ef9cbe8f1bb70343351c45b2,2024-12-06T06:17:54.861516+00:00
ligolo-ng,proxy.exe,v0.7.1-alpha,T1B9C65BD9BD2D6451EAD8BDB46B680390B234ED489F81C7673526FB6DACF1318CF21260,ac35b874e3e04ed5417a8cdc9f1edc2d14331206b7f632d87d04ba857112521a,2024-12-06T06:17:55.724150+00:00
ligolo-ng,agent.exe,v0.7-alpha,T168562947F89551E8C0E9E230C6669252BA707C984F3173D32F60F7B92B36BD46AB9314,a8a7616bf75293c96c38ca7d390761d4a168d0413cec2507233eac846fc4fc13,2024-12-06T06:17:59.247755+00:00
ligolo-ng,agent.exe,v0.7-alpha,T174564B94FC1D7452DAC8BAB43B254394B234FD889F82C7277515BBADADF23548F22620,dbe19de04baf52ae10cc66ec8de2bffcc48493d09e7cea604dd81ab3ee34e2e2,2024-12-06T06:17:59.761262+00:00
ligolo-ng,agent.exe,v0.7-alpha,T15C563B97B8914A82C0E4367ABCBD81D433670EB99B9B52566D04FE3C3EBE1D90D38714,53189985715cae6e87ece324d6d0f6540b33db0a22c2700b1bb026f835f66cda,2024-12-06T06:18:00.306564+00:00
ligolo-ng,agent.exe,v0.7-alpha,T184563B97B8914A82C0E8367AB8BD81D433670EB99B9B52675D04FE3C3FBE1990D34714,820d1f35b588cb33002072613668d47b832eedf8af3cd766bc8ba3528d7ea208,2024-12-06T06:18:00.863259+00:00
ligolo-ng,proxy.exe,v0.7-alpha,T159C64947F8A140E4C5ADD134CA755262BB717C884B3463E73B60F6B82F72BD86AB9314,5754c3c969b3091137f8cdea674e2d763a4541a6ad20827e68456eafb23836da,2024-12-06T06:18:04.340255+00:00
ligolo-ng,proxy.exe,v0.7-alpha,T1E2C65BD9BD2D6451EAD8BDB46B680390B234ED489F81C7673526FB6DACF1318CF21260,bf2a7ca6eef2bd2d9272bda6f24bcab0fd0c7b5688b22544bc0e68ffdf636bc3,2024-12-06T06:18:05.188619+00:00
ligolo-ng,agent.exe,v0.6.2,T166464A07F85151E8C0EED234C6669263BA717C985B3067D32B60F7B82B76BD46EB9310,bb8d408a966628daa0d1842e3f70a3a534de7600c2b6484722d0b82956160f9e,2024-12-06T06:18:08.981430+00:00
ligolo-ng,agent.exe,v0.6.2,T15A365B98FC1D6852DAD8B9B42B2543A47339FC498F8183277615FB6DADF23148F213A1,e94b9d5b056327e29bca25808fce309562c2407a5ebe7fa4860f9768be96b81c,2024-12-06T06:18:09.557150+00:00
ligolo-ng,agent.exe,v0.6.2,T1DD462B5BB9914A82D0E4363AB8BD81D433A74EB9979B13576D00FE3C3EBE2950E35314,a5ddcff4a8a1f0756519cb556024be62e06736fca52a82eb39ecead09f25e666,2024-12-06T06:18:10.105628+00:00
ligolo-ng,agent.exe,v0.6.2,T125362B5BB8914A82C0E4363AACBD81D433A75EB9979B13676D10FE3C3EBE1950E35314,ec25201e9e7289525c80c1b4d7772d3e9df669064b786b9194850eb63efe10dd,2024-12-06T06:18:10.705288+00:00
ligolo-ng,proxy.exe,v0.6.2,T118C63847F85141E4C5EDD130C9A55263BB707C884B2067EB3B60F6B82B77BE86A7A350,f346fc90051ea50fcd9b5a9bdaa19da466f24fe43d7f337acc277db5fe7952f9,2024-12-06T06:18:14.277643+00:00
ligolo-ng,proxy.exe,v0.6.2,T1EEC64BD8B81DA452EA98BDB4AF644380B239FC449F81C7673115FB6DADF1358CF62260,989ec62fc7019abc5b14deb778e037916959adacd6249c9dbdde67a0fc6d8081,2024-12-06T06:18:15.149324+00:00
ligolo-ng,agent.exe,v0.6.1,T101464B07F85151E8C1EED234CA669262BA707C985B3127D32B60F7B83B72BD45EB9314,7912c819d348a007c6b3eaaeff81d115f00ddaec556a2cb032d729752b9c3e72,2024-12-06T06:18:18.183771+00:00
ligolo-ng,agent.exe,v0.6.1,T1A1365B99F81D6852DAD8BAB42B794394B338FC489F81C3276615BB6DBDF13148F113A0,9333e703c2f8990b31afdf8bb9bdb17a15e4545c601fac8291f9c8df0ed0fd96,2024-12-06T06:18:18.658025+00:00
ligolo-ng,agent.exe,v0.6.1,T15C362B5BB8914A82C4E4363AAC7E81C433674EB99B9B53676D10FE3C3E7E1960D39314,0dd97e2bb0d9fd1f2ed162edbd50d04d0a40b5c8eaa3f628d201dc0f64cd44a9,2024-12-06T06:18:19.196138+00:00
ligolo-ng,agent.exe,v0.6.1,T188362B5BB8914A82C0E4367AACBE81D433A74EB99B9B13675D01FE3C3E7E1950D39314,452e9128e30f2f0095f19860042c8a692fc4f9ec3c58a4cdad5dcbbcb36c6ee7,2024-12-06T06:18:19.702431+00:00
ligolo-ng,proxy.exe,v0.6.1,T170C62847F85140A4C5EDD230C9655262BBB07C894B3077E73B60F6B82B77BE86A7A350,ad9d32c0afe2cfd31215bc4870798083bd6916da432da95d532416706e87a7b1,2024-12-06T06:18:23.830645+00:00
ligolo-ng,proxy.exe,v0.6.1,T177C64BD8B91D6452EED8BEB4ABA54394B239EC448F81CB673115FB6D9CF1318CF12260,84e552ab18d8b00c90e6448083efdcd278f1e99bf195986b0c29a3647069340a,2024-12-06T06:18:24.751969+00:00
ligolo-ng,agent.exe,v0.6,T1FF464B07F85151E8C5EED234CA669262BA707C985B3027D32B60F7B83B72BD45EB9314,388113fd3194bf816c7f5d9b6edc98247366097b74ce79743d14b4f06ae80090,2024-12-06T06:18:28.262295+00:00
ligolo-ng,agent.exe,v0.6,T132365B99F81D6852DAD8BAB42B794394B338FC489F81C3276615BB6DBDF13148F113A0,ead9bfb5f30f3baf2a80e01280608b20c2b735fee55a31d0b5bc79e863e82ac5,2024-12-06T06:18:28.809114+00:00
ligolo-ng,agent.exe,v0.6,T1C9361A5BB8914A82C4E4363AACBE81C433674EB99B9B53676D10FE3C3A7E1D50D39314,010eaa04ee4f8c2a70045f3f4716f23750bba3421ffb12dd27a61950c7667a57,2024-12-06T06:18:29.340902+00:00
ligolo-ng,agent.exe,v0.6,T1B0362A5BB8914A82C0E4367AACBE81D433674FB99B9B13675D01FE3C3A7E2950D39314,b818af994c0dc4ede1d789c9460230144469d75ea3f823637ac0dba927d19d23,2024-12-06T06:18:29.942021+00:00
ligolo-ng,proxy.exe,v0.6,T184C62847F85140A4C5EDD230C9655262BBB07C894B3077E73B60F6B82B77BE86A7A350,c9127f101bcbe5d5bedfb3a4e5a95c17626b6d9d9e8884ca6778a43bec43e3a7,2024-12-06T06:18:33.490890+00:00
ligolo-ng,proxy.exe,v0.6,T114C64BD8B91D6452EED8BEB4ABA54394B239EC448F81CB673115FB6D9CF1318CF12260,b449ca9421f2a20d44b970b71cf09a8345e68d39065fa1dfb5650506ca396814,2024-12-06T06:18:34.308524+00:00
ligolo-ng,agent.exe,v0.5.2,T1D8363A07F89151A8C5EDD230CA669262BA717C991B3023D73B50F7B82F72BD46EB9314,c67c7cb854e433828db08a8d089674806a991f8017d990b42bced062e85ae109,2024-12-06T06:18:37.587257+00:00
ligolo-ng,agent.exe,v0.5.2,T15B265B94FC1E6852E9C8BAB43B2643A57239FC499F41C3176619FBADADF13548F21320,746512f750d6a1c37cb046f61a8e620abe8332426756043022775d2479f7ae6d,2024-12-06T06:18:38.082411+00:00
ligolo-ng,agent.exe,v0.5.2,T11A26199BB8914687C4E4363AB8BD81C433670EB99B9B1367AD05FE3C3ABE1950D35314,0395c03bd98053fcfbd816cd2bfc28fb440b13b089e2d7c48c0dbec9058bf728,2024-12-06T06:18:38.584389+00:00
ligolo-ng,agent.exe,v0.5.2,T12526199BB8914687C4E4363AB8BD81C4326B0EB95B9A135BAD04FE3C3F7E2950D35315,accde6cd1151daec1ab8573c1379c26a482ba5375cce46e566f8e734d685b878,2024-12-06T06:18:39.157203+00:00
ligolo-ng,proxy.exe,v0.5.2,T144C63847F8A140A5C5EDD534C9A592A2BB707C894B3067D73B60F7B82A33BE85A7D310,c2d142c36b5a64f3fc817d3a037670f113906a0e6e145130205425d7fd30bf1f,2024-12-06T06:18:43.382101+00:00
ligolo-ng,proxy.exe,v0.5.2,T1BCC64A98B92E7452EAC87EB4AF644394B239FC449F81C7673525F77DACF13188B25220,6dc43e1a89b9e069cdf3c9e19461ab4c99731f425d656dc10c00fcab1fbb89f5,2024-12-06T06:18:44.225775+00:00
ligolo-ng,agent.exe,v0.5.1,T166362A07FC9151A8C5EDD230CA669262BA717C991B3023D73B60F7B82F72BD45AB9314,e1c97894c7344546b1a158773877901d05742812edc789f28a83f34e55fb426d,2024-12-06T06:18:47.434376+00:00
ligolo-ng,agent.exe,v0.5.1,T14B265B95BD6D7812E9D87AB43B2543947238FC889F41C3276614FBAEAEF13188F51321,039e462a1c981fff0d4cd128492ed988160976cf5e325a0c48a6cd81ee0974f7,2024-12-06T06:18:47.943309+00:00
ligolo-ng,agent.exe,v0.5.1,T10926195BB8914686C4E43A3AB8BD81C433670EB95B9B1367AD04FE3C3BBE2950D35315,7a62397aad606b92f7fb264bd3bacf2b0f316d9efe81381b2bea1f8622e5f751,2024-12-06T06:18:48.545929+00:00
ligolo-ng,agent.exe,v0.5.1,T1F126185BB8914686C4E4367ABCBD81C433670EB95B9A136BAD04FE3C3BBE2950D35314,dabc227a5b316e0d2dfafcadb8d5aaad3c0ea98bd2119023fcc4e90f17c0d9d1,2024-12-06T06:18:49.025025+00:00
