Repo Name,File Name,Release Version,TLSH Hash,SHA256 Hash,Date Added,Intel
samratashok/nishang,nishang.psm1,git:afd809b166a1143edf01e207097de3ba5aa25f16,T123D0A7404E4BAA4015DAC09A89ABCC8CF504206C4212465594DCF4E314021798D26E35,6f33dad0aa3e31ae341a25ab5ab104677e250c916d5b8cb3ad52703b28771ae5,2014-06-02T08:53:07Z,https://github.com/samratashok/nishang
samratashok/nishang,nishang.psm1,git:11dd96074a4601dcd9fbdc299d6a9f6c23e3a9f2,T1CCF005465959AA34CED744C9C4ED6954FA55006C652115C5FAEC90F750471348895190,c8ef9d0906b6499bd0dff5f4355d8e16a335f1f25ed5bcc1d87112b3d6dc4e4c,2014-06-02T09:08:09Z,https://github.com/samratashok/nishang
samratashok/nishang,nishang.psm1,git:e9380afbe455c7fc64a120fa4f5afe00c369490a,T1E4F07E86586DAB30CECB45C8C8FE5A54FA2800ACA42219C4EBFC90FB208613088882C8,741091c8338fedbf89f02bc0869d39ab7298988baad4d1e77d1dfb05fbce9883,2015-03-28T17:32:34Z,https://github.com/samratashok/nishang
samratashok/nishang,nishang.psm1,git:f4d7fdaf77b04598badd5aa23fa12e24059fad7b,T121F00E86596DAB30CEDB45C9D8FE5A54FA6900ACA42219C4EBFC94FB618613088992D8,72ef205f5be6943a8622f65d6e4ae0f34d546067ac5583cc30e897fef01ec70d,2016-08-22T14:30:45Z,https://github.com/samratashok/nishang
samratashok/nishang,nishang.psm1,git:d6d450f4485a158e2acbc7943b38b5a4659bb22c,T13A11ED40569DEF208DC7C5CDC3AE9E68FA8524AC61215685E2ECD8EB12022B588962B8,ac474d7f2cb4a5bd62a34585a33aea18f12e431905b2bf0df7784f2e7aa886a6,2016-10-03T04:44:57Z,https://github.com/samratashok/nishang
samratashok/nishang,Invoke-AmsiBypass.ps1,git:404aaa20a63ce78c665a46e00dec149a4ee4aa9c,T12B538D68AD8923CD552BE2C40A21C585532FE3BB31167C26BDED66701F0BA79DFA3C14,e05ab81f77b81a23dbf7b2520d4b8649ea663773b4bca891513dceff2baf3701,2016-12-23T13:15:38Z,https://github.com/samratashok/nishang
samratashok/nishang,Invoke-AmsiBypass.ps1,git:ec574534cac3b72d8852bd2c23054a7c49b8f421,T1CC538D68AD8923CD552BE2C40A61C185532FE3BB31167C26BDED66701F0BA79DFA3C14,dcac12a4fb6ff6ee91adbe00f43f5710f81cf92cdcbe43dcf855da3cc1988ae6,2017-09-15T13:15:26Z,https://github.com/samratashok/nishang
samratashok/nishang,Invoke-AmsiBypass.ps1,git:d745bdb20a81efe1ba3c447538d552c2b73b0f64,T15B538D68AD8923CD552BE2C40A61C185532FE3BB31167C26BDED66701F0BA79DFA3C14,64847636d1ca402ef2d10ff3ae92ea5b16bef8adba4313a72f1de1ebbbaa4c8f,2017-12-18T05:32:15Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-ConstrainedDelegationBackdoor.ps1,git:40e463620eb4a0fc3e88112cab408b1b46aafedb,T11FA19410B3460652D8A259DCFD1602977A2DD08B21B92A5CFAFD721937C3A4ECDF178E,c309bf6df2e9ed89a58607972bf86c27e38b4fb527a5e85fcf0e32960c788758,2018-11-27T07:54:47Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-ConstrainedDelegationBackdoor.ps1,git:0fea8b2a43d1ac1719b1274dc4f86906cfafa440,T1E5A1931072460652D8A259DCFD1602977A2D908B21B92A5CFAFD721937C3A0ECDF168E,696e2fc6d7ed8a7b1d2164958e35e3497e1af8e3f3240e04e6d10d28d53290b6,2018-11-29T07:15:07Z,https://github.com/samratashok/nishang
samratashok/nishang,Set-DCShadowPermissions.ps1,git:65e83991e2b60c7f351c64f06f4f73c59112c684,T1A70296157B48B6E52C938195F229C6C4CD78600B61FAB584F3EED6C0BF6945CCEA10EB,4997ffa2e9fa89bae221258e017b61d3ba945eb73e80641968243af6c8f2828b,2018-04-06T13:20:18Z,https://github.com/samratashok/nishang
samratashok/nishang,Set-DCShadowPermissions.ps1,git:c3fdf5e5dfa8612d0a17636dbb096b04e987ab31,T1720296157B48B6E52C938095F229C6C4CC78501B61BEB584F3EED6C0BF6945CCEA10EB,f88af851a460760e4509d45726044a36cb5f2afa0422c88fcc85c9ae2e81e727,2018-06-07T03:56:34Z,https://github.com/samratashok/nishang
samratashok/nishang,antak.aspx,git:ff44751d36d65ca208a8cc66f18d00c9cba35e01,T1C5C1091E4DEE963DC1535155EB7B41086B1312077234FCA0BB8CCE8A7FC485886716FA,48ab098fdf2df49cb79880d67daea425ce49166fb29535ff6c0ad3751fe77877,2014-06-04T05:19:34Z,https://github.com/samratashok/nishang
samratashok/nishang,antak.aspx,git:b0055e929b70fea3f8a2405546f5a9897e6db6c5,T171220A1A58CE263582831129EBABA084672311475274BCF0BB9C8D45DF98C98D7B37FF,54433dd57414773098a6d3292d262f91a6812855dfcbf8d421695608d1fad638,2015-08-19T10:56:26Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-RegBackdoor.ps1,git:fc7dcbaa5bc966ba9935ca4b919b306d1db4e17a,T193118840C2305220D1D3F41C6AD29C256FBF52AF7531A325719CE808AF12B04C5AF5CF,51c7c93448ca4a42fa0c7863fa95229dd20b2e4f6e1d681926e8494c32cb2ff2,2016-01-02T13:30:13Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-RegBackdoor.ps1,git:f4d7fdaf77b04598badd5aa23fa12e24059fad7b,T116018840C2205220D1D3F41C6AD29C256FBF52AF7531A325319CE808AF12B04C5AF5CF,660fd9d8f3e46c20510e6fa10bd80726fdfa671af42a498439a4d19cede1999f,2016-08-22T14:30:45Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-RegBackdoor.ps1,git:e339693d207f64930a68ac5d768c1ec00e6691ae,T14831620382149320CAC6A4B86583CD325B3F565FB972B725316DE81C4B02B4C96FB9CB,35118656a7dc5ba3bed51cc7ae965fc11f74e4fdb04043003b3c16a467ead67b,2017-03-20T04:45:32Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-RegBackdoor.ps1,git:d745bdb20a81efe1ba3c447538d552c2b73b0f64,T1D831620382149320CAC6A4B86583CD325B3F565FB972B725316DE81C4B02B4C96FB9CB,40d3e7f706306dec7546e1859ba4d6d4ab3095217f31d6e2e7dbec47ec02db3d,2017-12-18T05:32:15Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-ScrnSaveBackdoor.ps1,git:9794ccdd6f240e504b7072afadd7f3c58a9f66f8,T184A184215440C27946C678A568BBFCD4873E655F78B27111F94CF8189F03F28ABB67CA,8b7d546e8184c1fba8856b5875cfd2938f28195ae3a45a30d04e62d2ef24046e,2015-02-28T09:01:59Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-ScrnSaveBackdoor.ps1,git:f4d7fdaf77b04598badd5aa23fa12e24059fad7b,T1B7A184215440C27946C678A568BBFCD4873E655F78B27111F94CF8189F03F28ABB67CA,fea65424dec1cd4c99d8bdadab7b3bcdae31417ece250b5e561b235ee7363ee3,2016-08-22T14:30:45Z,https://github.com/samratashok/nishang
samratashok/nishang,Add-ScrnSaveBackdoor.ps1,git:d745bdb20a81efe1ba3c447538d552c2b73b0f64,T1FFA184215440C27946C678A568BBFCD4873E655F78B27111F94CF8189F03F28ABB67CA,58d948f6b48e3f6757baf840decbc363a9a915881a12bcb3ed4a0dd1cb99e48e,2017-12-18T05:32:15Z,https://github.com/samratashok/nishang
samratashok/nishang,DNS_TXT_Pwnage.ps1,git:1bee06de5f099a53901e23b5e6bde4ed07ba1de7,T1F552E9347B45059788B79598F45B9109FD3AB1A732A61840B9ECF5843F33E16DE30A8D,f08dd319b44b246226f479dd47cb19a5444f690080ab0875344fe9888cd74d4c,2014-05-19T11:56:56Z,https://github.com/samratashok/nishang
samratashok/nishang,DNS_TXT_Pwnage.ps1,git:afd809b166a1143edf01e207097de3ba5aa25f16,T1EC62D7207A9507A459DB90E8B8ABE0067D3AF1A732995851F9ECE1C02F23F25DD712CC,929e2e3bba2d60160c2177861d0642a7a831acb2f5341a5c71590673815445b0,2014-06-02T08:53:07Z,https://github.com/samratashok/nishang
samratashok/nishang,DNS_TXT_Pwnage.ps1,git:2df70a43ebff88be651c321708cc18796c4faeaa,T1C262E8207A5507A459DB90E8B8ABD1063E3EF1A732995851BAECE1C42F23F34ED711CC,345ce0bd080341d4427e7fb0a28c18f4cefef7218c069e523d5fd5ec4b225047,2014-06-07T20:12:54Z,https://github.com/samratashok/nishang
